,1rd_red, 1rd_r, 1rd_rg, 1rd_most_red, 1rd_least_red, 1rd_most_yellow, 1rd_size, 2nd_red, 2rd_r, 2rd_rg, 2rd_most_red, 2rd_least_red, 2rd_most_yellow, 2nd_size, 3rd_red, 3rd_r, 3rd_rg, 3rd_most_red, 3rd_least_red, 3rd_most_yellow, 3rd_size, 4th_red, 4rd_r, 4rd_rg, 4rd_most_red, 4rd_least_red, 4rd_most_yellow, 4th_size, 5th_red, 5rd_r, 5rd_rg, 5rd_most_red, 5rd_least_red, 5rd_most_yellow, 5th_size, 6th_red, 6rd_r, 6rd_rg, 6rd_most_red, 6rd_least_red, 6rd_most_yellow, 6th_size, height/area
147,184.55,-78.62,290.24,28.0,-241.0,370.0,9080,163.1,12.55,187.11,125.0,-245.0,370.0,9050,174.38,-4.4,230.22,127.0,-243.0,404.0,8358,158.0,-43.93,222.59,114.0,-208.0,376.0,9657,99.99,-26.45,139.41,94.0,-198.0,372.0,16624,39.38,-14.62,59.72,52.0,-244.0,380.0,42017,4.627422907488987
148,170.24,-26.56,233.0,137.0,-241.0,398.0,12291,187.51,-48.33,267.83,42.0,-223.0,381.0,11252,182.95,15.92,228.22,124.0,-174.0,394.0,11035,190.22,-26.43,261.03,92.0,-245.0,371.0,10596,191.89,-69.43,289.47,45.0,-249.0,388.0,10619,187.42,-41.22,267.78,108.0,-172.0,401.0,10745,0.8742169066796843
149,142.5,-33.34,207.68,119.0,-250.0,390.0,13950,165.49,17.39,191.51,144.0,-241.0,369.0,10573,155.17,42.28,176.42,125.0,-249.0,327.0,10353,179.47,9.14,226.4,136.0,-246.0,375.0,10587,102.71,-44.02,149.06,50.0,-250.0,372.0,20492,183.08,-18.36,248.62,130.0,-235.0,386.0,10457,0.7496057347670251
150,134.14,13.17,150.37,110.0,-251.0,302.0,10714,146.74,-0.4,191.58,98.0,-250.0,345.0,10827,118.23,46.7,117.18,118.0,-236.0,255.0,10243,150.34,27.41,180.89,129.0,-250.0,325.0,9817,163.6,16.48,205.88,103.0,-249.0,354.0,9845,118.74,52.1,116.76,140.0,-230.0,272.0,9953,0.9289714392383795
151,146.88,9.43,179.01,111.0,-238.0,360.0,11106,147.49,39.7,151.6,147.0,-222.0,311.0,10820,113.73,36.0,103.72,104.0,-204.0,276.0,10282,160.33,35.44,179.62,144.0,-180.0,319.0,10271,176.2,-6.13,229.29,117.0,-236.0,365.0,10222,110.08,42.08,100.22,111.0,-239.0,258.0,10214,0.9196830542049342
152,129.1,27.74,136.2,110.0,-224.0,351.0,13164,174.71,1.7,217.1,128.0,-248.0,358.0,12644,116.72,35.0,107.0,113.0,-200.0,291.0,11996,155.03,52.44,163.36,147.0,-250.0,308.0,12308,168.32,51.68,201.04,136.0,-250.0,352.0,12408,133.43,43.63,134.21,139.0,-243.0,311.0,11688,0.8878760255241568
153,166.24,-51.8,240.5,84.0,-248.0,358.0,11366,150.75,-27.96,194.86,91.0,-250.0,338.0,11119,125.33,49.66,130.66,132.0,-249.0,259.0,10882,176.6,-47.19,250.81,110.0,-246.0,363.0,10565,178.6,-77.98,277.2,10.0,-242.0,372.0,10731,143.11,23.25,170.07,125.0,-248.0,348.0,10827,0.9525778638043289
154,167.15,-1.34,219.5,134.0,-246.0,386.0,12269,153.23,-17.03,194.85,99.0,-247.0,344.0,11832,145.7,45.41,150.85,133.0,-226.0,307.0,11841,173.91,-1.3,218.32,113.0,-249.0,351.0,12309,151.47,41.62,160.66,128.0,-238.0,317.0,12039,157.14,45.72,178.22,134.0,-254.0,361.0,11568,0.9428641291058766
155,178.44,5.37,223.95,134.0,-219.0,369.0,11331,142.15,37.09,136.47,140.0,-251.0,280.0,10893,125.16,46.07,119.97,122.0,-233.0,307.0,10302,193.58,36.98,234.34,140.0,-167.0,370.0,10111,190.43,40.64,232.44,122.0,-204.0,366.0,10227,112.47,36.42,103.88,122.0,-245.0,274.0,10274,0.9067160886064778
156,152.3,18.43,177.75,124.0,-248.0,340.0,11230,159.38,-25.89,205.29,102.0,-237.0,346.0,10796,123.07,50.29,122.19,130.0,-250.0,285.0,10817,152.72,37.2,178.6,133.0,-251.0,368.0,10599,176.86,-25.24,241.3,88.0,-227.0,380.0,10721,123.4,47.43,123.37,127.0,-243.0,284.0,11081,0.9867319679430098
157,149.35,15.65,175.19,133.0,-245.0,350.0,11419,139.05,9.31,153.11,112.0,-243.0,333.0,11098,107.47,30.87,103.85,111.0,-250.0,272.0,10977,133.84,30.01,140.43,99.0,-250.0,294.0,10609,176.76,-16.4,233.62,100.0,-238.0,363.0,10951,127.37,42.99,130.21,146.0,-230.0,356.0,11079,0.9702250634906734
158,156.47,14.03,187.71,118.0,-249.0,356.0,10945,161.32,-20.64,204.54,96.0,-236.0,349.0,10230,133.98,53.48,135.5,132.0,-233.0,302.0,10054,171.59,12.42,216.72,111.0,-249.0,348.0,10259,168.46,19.52,205.02,111.0,-217.0,325.0,10353,129.4,50.92,127.28,131.0,-247.0,257.0,10680,0.9757880310644128
159,180.27,-38.94,263.94,83.0,-237.0,385.0,12121,169.02,-5.08,203.24,118.0,-240.0,347.0,11847,176.03,0.11,224.89,126.0,-243.0,371.0,12471,186.05,-44.45,268.21,101.0,-209.0,372.0,11899,188.03,-59.4,262.0,46.0,-236.0,368.0,12020,181.17,-6.93,231.31,107.0,-192.0,364.0,11863,0.9787146275059814
160,179.77,17.23,242.83,130.0,-250.0,411.0,10718,124.16,39.44,128.54,143.0,-244.0,326.0,10416,132.56,49.14,135.74,146.0,-244.0,327.0,10131,120.77,47.59,113.95,124.0,-250.0,286.0,10252,113.79,40.53,103.55,127.0,-250.0,260.0,9901,128.7,47.87,122.63,125.0,-241.0,280.0,10449,0.97490203396156
161,171.4,14.31,226.77,119.0,-245.0,404.0,13913,105.86,11.03,96.63,99.0,-254.0,313.0,13279,108.02,29.21,98.79,113.0,-242.0,286.0,12987,132.9,37.05,129.01,132.0,-253.0,372.0,13045,141.01,42.16,151.32,122.0,-233.0,340.0,13176,111.61,27.82,104.36,112.0,-231.0,283.0,13204,0.9490404657514556
162,173.0,-53.43,243.87,59.0,-247.0,354.0,10711,159.89,-35.24,219.14,78.0,-240.0,368.0,10482,146.18,9.01,176.95,96.0,-217.0,354.0,10253,163.45,-19.1,219.16,84.0,-235.0,360.0,9982,180.2,-60.66,274.06,22.0,-239.0,383.0,10213,165.29,0.76,207.2,98.0,-232.0,355.0,10338,0.9651759873027728
163,165.09,-8.62,209.48,107.0,-246.0,374.0,11330,174.61,-40.87,236.29,79.0,-239.0,363.0,11356,135.93,38.84,142.4,118.0,-234.0,286.0,10987,162.07,16.6,191.08,112.0,-244.0,364.0,11048,190.62,-23.76,257.48,107.0,-215.0,368.0,10710,172.66,10.34,210.18,99.0,-197.0,371.0,10752,0.9489849955869374
164,183.78,-5.78,266.7,107.0,-248.0,409.0,11562,112.18,28.68,105.14,125.0,-251.0,283.0,11147,128.49,40.4,123.0,149.0,-245.0,300.0,10877,150.58,43.99,163.01,129.0,-250.0,334.0,11062,143.7,41.39,155.25,143.0,-250.0,365.0,10857,126.82,40.54,125.32,128.0,-239.0,287.0,10573,0.9144611658882548
165,183.2,-63.97,266.91,92.0,-241.0,360.0,13513,151.75,37.05,166.19,136.0,-253.0,313.0,12492,160.53,50.02,174.4,144.0,-250.0,351.0,12900,184.26,-6.6,248.16,135.0,-247.0,382.0,12781,189.91,-10.79,253.65,98.0,-244.0,366.0,12425,153.33,41.07,168.33,141.0,-244.0,361.0,12471,0.9228890697846518
166,194.15,5.04,279.9,103.0,-250.0,413.0,13424,133.2,41.07,132.75,153.0,-249.0,359.0,12769,147.26,52.58,152.74,136.0,-175.0,341.0,13438,138.24,40.87,138.87,118.0,-253.0,314.0,12996,189.41,60.92,227.0,160.0,-209.0,350.0,13615,168.56,61.89,187.73,157.0,-182.0,333.0,13004,0.9687127532777116
167,180.37,-70.66,270.32,76.0,-241.0,373.0,12504,155.32,-28.88,201.0,77.0,-240.0,354.0,12557,160.32,22.87,189.99,127.0,-230.0,333.0,11780,170.22,-8.99,220.49,102.0,-247.0,370.0,12015,179.76,-62.03,271.41,73.0,-216.0,373.0,11888,172.79,2.06,212.24,92.0,-219.0,360.0,12226,0.9777671145233524
168,169.53,-17.01,227.39,107.0,-212.0,388.0,12318,148.21,-2.47,174.73,107.0,-239.0,329.0,11780,139.03,43.43,136.63,114.0,-250.0,283.0,11902,154.59,28.31,170.97,130.0,-248.0,393.0,11496,181.63,-49.55,261.67,72.0,-189.0,398.0,11753,159.12,32.6,191.52,121.0,-233.0,415.0,11918,0.9675271959733724
169,183.04,-30.29,259.43,114.0,-245.0,407.0,13653,155.26,-5.37,182.85,105.0,-223.0,377.0,13290,142.66,39.32,146.3,146.0,-216.0,327.0,12553,174.24,16.98,215.38,155.0,-179.0,342.0,12989,190.53,-65.61,285.11,44.0,-230.0,389.0,13056,152.03,10.39,187.33,108.0,-236.0,392.0,12841,0.940525891745404
170,189.41,7.13,275.87,129.0,-173.0,413.0,13469,154.62,47.7,174.06,153.0,-253.0,337.0,12481,154.15,53.46,157.0,148.0,-234.0,343.0,12935,164.53,55.19,203.05,157.0,-250.0,399.0,12912,174.59,62.68,200.32,163.0,-231.0,401.0,13112,168.54,61.58,185.98,158.0,-179.0,403.0,13087,0.9716385774742
171,177.61,-43.24,268.06,106.0,-225.0,385.0,12811,162.39,34.95,179.45,147.0,-198.0,333.0,12026,150.55,41.81,149.81,136.0,-165.0,312.0,12408,171.18,32.18,202.96,146.0,-222.0,340.0,12433,187.02,-27.25,269.53,95.0,-189.0,396.0,12388,170.8,32.76,196.22,141.0,-162.0,370.0,11621,0.9071110764187028
172,155.21,6.54,191.94,105.0,-236.0,393.0,10116,166.32,14.43,199.93,144.0,-247.0,337.0,9645,140.69,61.59,140.87,153.0,-234.0,319.0,9676,173.65,33.93,218.33,150.0,-214.0,367.0,9650,184.4,-30.42,252.22,89.0,-223.0,367.0,9343,161.55,34.49,188.27,131.0,-248.0,345.0,9397,0.928924476077501
173,144.98,-4.64,176.56,115.0,-250.0,382.0,11500,158.19,-43.51,195.93,102.0,-252.0,358.0,11543,134.57,43.97,130.13,112.0,-142.0,334.0,10938,181.28,-16.72,231.96,127.0,-240.0,371.0,11309,165.49,-14.74,224.98,76.0,-247.0,369.0,11266,128.89,33.34,134.8,102.0,-225.0,300.0,11009,0.957304347826087
174,163.28,14.89,186.95,134.0,-229.0,359.0,12131,174.08,-33.5,227.54,89.0,-228.0,364.0,11583,142.17,48.71,135.67,139.0,-211.0,256.0,11648,169.91,17.72,206.46,107.0,-250.0,341.0,11449,184.53,-2.97,241.05,100.0,-250.0,349.0,11867,165.96,35.4,178.94,137.0,-250.0,319.0,11675,0.9624103536394362
175,170.91,-47.99,260.65,87.0,-242.0,380.0,11449,165.85,20.39,200.45,146.0,-227.0,359.0,10738,147.46,44.32,156.44,127.0,-236.0,289.0,11318,174.13,38.85,207.11,165.0,-216.0,386.0,10805,182.35,19.01,225.35,163.0,-209.0,385.0,10665,169.46,3.2,226.0,111.0,-239.0,394.0,11081,0.9678574547995458
176,174.99,-44.65,254.17,83.0,-247.0,376.0,10745,176.0,-52.08,257.02,74.0,-226.0,369.0,10237,174.85,23.13,212.81,135.0,-247.0,334.0,10393,190.06,-18.9,258.38,110.0,-238.0,387.0,10401,186.3,-39.04,257.34,94.0,-240.0,370.0,10018,186.54,-10.44,244.44,98.0,-189.0,392.0,10065,0.9367147510469986
177,178.33,-27.93,258.33,88.0,-233.0,398.0,11829,167.24,-8.18,216.8,141.0,-226.0,385.0,11741,135.88,49.01,130.39,118.0,-189.0,289.0,10790,187.13,2.57,251.69,140.0,-130.0,368.0,11394,190.07,-33.57,270.25,47.0,-165.0,383.0,10441,156.55,32.9,176.18,162.0,-186.0,394.0,11149,0.9425141601149716
178,181.25,-35.48,267.56,107.0,-227.0,401.0,10778,165.21,-16.94,214.74,120.0,-253.0,383.0,10358,153.87,50.62,160.12,155.0,-215.0,350.0,10626,185.08,-25.01,259.61,129.0,-188.0,376.0,10651,195.81,-50.96,286.92,45.0,-209.0,387.0,10668,174.88,19.88,214.96,132.0,-243.0,400.0,10225,0.9486917795509372
179,178.1,8.42,249.38,129.0,-250.0,406.0,11248,118.43,24.29,119.41,120.0,-248.0,357.0,10582,131.6,54.49,123.71,138.0,-143.0,289.0,10466,144.21,52.27,151.39,140.0,-210.0,360.0,10370,166.55,37.91,218.65,134.0,-242.0,416.0,10812,153.94,55.03,166.83,140.0,-237.0,364.0,10777,0.9581258890469416
180,193.04,-32.18,292.56,99.0,-236.0,404.0,12045,125.14,28.47,121.27,116.0,-235.0,298.0,11444,157.29,34.29,180.25,125.0,-249.0,422.0,11043,142.61,44.73,155.95,140.0,-201.0,387.0,11142,160.25,44.47,170.79,124.0,-191.0,340.0,11530,173.95,33.95,220.11,146.0,-228.0,375.0,11926,0.9901203819012038
181,164.91,6.87,203.75,114.0,-219.0,414.0,12437,170.61,-33.67,223.13,114.0,-233.0,376.0,11975,159.05,48.31,169.05,140.0,-194.0,344.0,11693,151.92,43.92,150.2,147.0,-247.0,344.0,11539,179.7,14.41,225.09,139.0,-228.0,375.0,12260,176.39,30.88,216.82,145.0,-244.0,392.0,12114,0.9740291066977568
182,171.31,-54.61,270.27,67.0,-250.0,376.0,12690,170.7,-51.64,257.46,79.0,-216.0,382.0,11755,168.04,28.91,202.21,131.0,-235.0,344.0,12848,184.22,7.82,238.86,121.0,-226.0,393.0,11961,186.46,-56.06,282.86,95.0,-225.0,378.0,12134,171.09,-34.71,252.69,96.0,-226.0,396.0,13128,1.03451536643026
183,178.6,-15.06,238.98,127.0,-249.0,369.0,11294,168.12,-15.35,217.29,116.0,-250.0,368.0,11169,160.09,50.32,179.98,148.0,-218.0,346.0,10627,172.79,-6.49,225.33,128.0,-243.0,368.0,10696,186.02,-58.78,281.88,55.0,-247.0,387.0,10498,167.15,45.3,192.32,136.0,-246.0,387.0,10499,0.929608641756685
184,154.14,14.77,196.55,129.0,-248.0,355.0,10452,118.05,24.14,114.74,125.0,-250.0,330.0,10157,110.82,45.97,99.21,124.0,-252.0,271.0,9284,142.32,46.02,143.76,143.0,-213.0,366.0,9803,169.37,15.06,215.88,142.0,-205.0,357.0,9802,121.64,30.14,126.66,106.0,-238.0,298.0,9545,0.913222349789514
185,184.72,-4.93,239.23,136.0,-229.0,394.0,11291,175.46,-58.29,261.33,84.0,-234.0,392.0,11075,179.23,24.45,219.47,132.0,-189.0,407.0,10878,193.15,-51.71,290.17,122.0,-195.0,388.0,10644,194.26,-60.87,296.27,24.0,-216.0,398.0,10673,184.74,-31.81,261.09,94.0,-186.0,409.0,10555,0.9348153396510496
186,187.82,-2.91,272.49,129.0,-248.0,407.0,10856,104.59,35.59,98.37,117.0,-247.0,289.0,10659,131.59,51.67,128.65,154.0,-202.0,281.0,10264,150.73,49.2,163.62,118.0,-206.0,410.0,9950,168.75,50.66,200.56,143.0,-199.0,359.0,10296,144.24,47.49,165.55,135.0,-147.0,374.0,9808,0.90346352247605
187,182.13,15.29,252.61,115.0,-211.0,412.0,17771,131.51,34.66,122.74,141.0,-252.0,332.0,16511,137.31,45.73,138.77,140.0,-250.0,329.0,15890,149.37,51.37,163.31,150.0,-189.0,392.0,16576,194.27,47.68,262.36,153.0,-190.0,396.0,16764,179.04,65.0,212.98,164.0,-238.0,388.0,16568,0.9323054414495526
188,187.13,-61.96,291.16,91.0,-226.0,383.0,12161,137.97,48.35,141.19,135.0,-250.0,359.0,11830,157.46,41.28,185.9,133.0,-247.0,383.0,11420,169.12,11.92,212.84,139.0,-164.0,388.0,11217,179.89,-3.11,240.77,144.0,-246.0,370.0,11292,180.77,-17.11,253.15,134.0,-247.0,380.0,11732,0.9647232957815968
189,166.19,-32.51,230.09,113.0,-248.0,364.0,8682,164.51,-37.58,227.76,110.0,-240.0,367.0,8491,142.41,49.02,149.96,124.0,-233.0,295.0,8256,170.69,-11.72,230.16,132.0,-243.0,376.0,8310,184.2,-49.2,265.38,93.0,-198.0,375.0,8283,159.96,46.33,180.71,126.0,-246.0,298.0,8444,0.9725869615296014
190,161.31,2.9,201.46,134.0,-247.0,368.0,9828,156.13,2.13,193.55,128.0,-248.0,345.0,9642,121.73,44.57,116.97,115.0,-236.0,281.0,9067,162.37,-2.12,216.22,143.0,-208.0,388.0,9525,189.98,-25.22,266.24,75.0,-215.0,386.0,9441,156.66,47.36,180.06,129.0,-250.0,335.0,9057,0.9215506715506716
191,172.99,-40.69,267.55,93.0,-247.0,397.0,10761,140.81,40.56,145.96,154.0,-243.0,355.0,10499,154.58,48.62,170.66,152.0,-245.0,327.0,9790,176.04,-7.37,242.15,160.0,-207.0,386.0,9900,179.11,-24.4,246.92,120.0,-228.0,377.0,10224,152.98,22.69,186.09,135.0,-246.0,330.0,10112,0.939689619923799
192,191.81,-7.55,284.49,133.0,-220.0,412.0,14533,174.74,28.38,208.5,148.0,-223.0,373.0,14124,186.78,51.66,225.82,148.0,-228.0,398.0,13758,200.36,29.09,275.51,140.0,-137.0,398.0,14493,194.94,47.99,242.65,132.0,-188.0,368.0,14722,174.42,50.79,210.89,144.0,-118.0,382.0,13641,0.9386224454689328
193,174.96,-31.61,250.49,112.0,-239.0,377.0,13874,169.87,-45.96,229.7,93.0,-238.0,390.0,13165,139.31,31.07,150.37,127.0,-216.0,312.0,13161,177.19,-14.56,242.5,122.0,-227.0,384.0,13118,194.62,-53.52,291.84,72.0,-202.0,389.0,13166,167.07,-12.8,226.46,106.0,-247.0,399.0,13499,0.9729710249387344
194,174.8,3.84,242.8,130.0,-232.0,415.0,15450,146.54,14.29,176.75,137.0,-251.0,368.0,14359,125.0,45.3,116.72,123.0,-247.0,276.0,14819,170.45,46.88,195.8,153.0,-207.0,375.0,14349,177.61,14.93,234.99,129.0,-189.0,405.0,14648,134.34,44.46,135.24,139.0,-245.0,314.0,14677,0.9499676375404532
195,133.98,33.64,135.4,145.0,-241.0,324.0,10853,132.71,21.59,136.03,121.0,-242.0,334.0,10610,94.7,25.35,82.79,87.0,-244.0,260.0,10281,145.55,60.35,146.69,160.0,-238.0,294.0,10045,149.48,61.71,152.87,151.0,-199.0,289.0,10653,100.16,33.89,88.67,116.0,-249.0,259.0,10048,0.925826960287478
196,145.44,17.02,168.42,144.0,-253.0,412.0,11145,171.57,23.33,213.87,141.0,-233.0,374.0,10593,128.34,45.95,117.01,125.0,-250.0,293.0,10445,172.46,44.6,211.74,153.0,-234.0,373.0,10841,178.63,48.79,215.05,141.0,-100.0,361.0,10827,137.91,49.56,142.7,151.0,-181.0,405.0,10479,0.940242261103634
197,176.65,-10.71,239.99,118.0,-240.0,394.0,10299,174.05,-13.97,234.65,113.0,-250.0,407.0,10030,138.72,44.9,141.32,107.0,-172.0,354.0,9591,188.89,5.48,243.16,119.0,-183.0,378.0,9882,201.81,-53.44,304.98,71.0,-170.0,391.0,9763,174.81,31.24,213.24,139.0,-175.0,398.0,9902,0.9614525682105058
198,152.19,16.33,171.41,118.0,-244.0,373.0,11391,170.2,-54.79,248.33,77.0,-246.0,371.0,10792,169.75,28.96,197.46,115.0,-159.0,348.0,10128,162.65,19.64,191.8,106.0,-225.0,335.0,10463,170.49,7.17,210.41,123.0,-250.0,354.0,10276,177.53,-10.09,239.27,126.0,-208.0,402.0,10415,0.9143183214818716
199,184.64,-35.79,272.09,120.0,-246.0,389.0,10294,129.93,33.75,132.39,130.0,-249.0,359.0,10342,117.48,43.16,114.52,132.0,-226.0,275.0,9635,153.76,30.22,182.12,124.0,-246.0,410.0,9666,179.54,30.49,233.89,132.0,-248.0,374.0,9749,140.72,47.21,147.99,134.0,-249.0,358.0,9977,0.9692053623469984
