1rd_red, 1rd_green, 1rd_blue, 1rd_r, 1rd_rg, 1rd_most_red, 1rd_least_red, 1rd_most_yellow, 1rd_size, 2nd_red, 2nd_green, 2nd_blue, 2rd_r, 2rd_rg, 2rd_most_red, 2rd_least_red, 2rd_most_yellow, 2nd_size, 3rd_red, 3rd_green, 3rd_blue, 3rd_r, 3rd_rg, 3rd_most_red, 3rd_least_red, 3rd_most_yellow, 3rd_size, 4th_red, 4th_green, 4th_blue, 4rd_r, 4rd_rg, 4rd_most_red, 4rd_least_red, 4rd_most_yellow, 4th_size, 5th_red, 5th_green, 5th_blue, 5rd_r, 5rd_rg, 5rd_most_red, 5rd_least_red, 5rd_most_yellow, 5th_size, 6th_red, 6th_green, 6th_blue, 6rd_r, 6rd_rg, 5rd_most_red.1, 5rd_least_red.1, 5rd_most_yellow.1, 6th_size, height/area
177.4,162.37,70.72,-55.69,269.05,99,-234,376,12044,157.16,61.85,56.33,38.98,162.68,157,-235,355,11927,162.05,72.31,55.21,34.53,179.15,128,-241,387,11463,167.8,87.23,60.15,20.42,194.88,128,-240,333,11380,188.06,154.74,80.31,-46.99,262.49,98,-241,372,11416,185.96,163.16,82.23,-59.43,266.89,77,-244,385,11688,0.970441714
201.34,181.8,81.83,-62.29,301.31,65,-233,392,10250,176.68,76.65,52.16,47.87,201.17,144,-201,320,10044,187.48,134.2,72.81,-19.53,248.87,127,-237,388,9923,183.38,122.13,56.9,4.35,248.61,135,-231,385,9710,193.52,151.85,70.21,-28.54,275.16,116,-240,378,9682,193.14,166.17,77.78,-50.81,281.53,91,-198,394,10113,0.986634146
179.81,169.88,71.65,-61.72,278.04,62,-230,374,9773,180.6,170.97,82.64,-73.01,268.93,103,-244,374,9181,182.56,101.65,62.14,18.77,222.07,130,-237,379,8892,182.7,165.41,73.27,-55.98,274.84,97,-240,394,9286,186.64,188.53,92.56,-94.45,282.61,7,-240,372,8918,179.14,163.96,73.9,-58.72,269.2,74,-194,381,9607,0.983014428
189.58,146.62,67.49,-24.53,268.71,120,-203,403,11101,191.44,170.06,81.14,-59.76,280.36,69,-242,375,10671,198.99,125.6,61.88,11.51,262.71,98,-241,347,10992,194.2,137.72,68,-11.52,263.92,120,-241,384,10585,187.45,123.01,63.26,1.18,247.2,128,-218,401,11038,193.81,157.29,78.27,-41.75,272.83,95,-201,381,10555,0.950815242
181.05,143.91,63.96,-26.82,261,121,-207,393,13121,176.54,149.9,70.85,-44.21,255.59,95,-233,385,12646,172.48,71.59,58.21,42.68,185.86,143,-241,296,13023,177.58,136.25,57.78,-16.45,256.05,94,-238,403,12887,192.92,180.52,76.35,-63.95,297.09,50,-243,404,12800,194.24,162.41,68.9,-37.07,287.75,88,-222,400,12912,0.984071336
92.37,75.18,38.15,-20.96,129.4,112,-183,395,23530,69.45,63.96,33.01,-27.52,100.4,50,-240,353,28474,190.74,110.01,67.21,13.52,233.54,117,-248,384,10717,183.15,141.29,76.64,-34.78,247.8,101,-226,395,11176,195.37,152.88,80.81,-38.32,267.44,81,-241,364,10842,188.6,167.03,81.52,-59.95,274.11,97,-249,378,10790,0.458563536
47.24,41.77,20.81,-15.34,68.2,113,-234,372,46244,173.19,119.63,66.11,-12.55,226.71,108,-247,362,10928,177.07,94.03,59.02,24.02,212.08,148,-194,370,10392,176.47,146.85,77.23,-47.61,246.09,115,-247,373,10996,185.02,154.45,76.71,-46.14,262.76,79,-240,376,11006,187.02,85.92,59.66,41.44,213.28,144,-170,379,10330,0.22338033
184.55,184.43,78.74,-78.62,290.24,28,-241,370,9080,163.1,87.28,63.27,12.55,187.11,125,-245,370,9050,174.38,117.31,61.47,-4.4,230.22,127,-243,404,8358,158,133.26,68.67,-43.93,222.59,114,-208,376,9657,99.99,82.93,43.51,-26.45,139.41,94,-198,372,16624,39.38,37.17,16.83,-14.62,59.72,52,-244,380,42017,4.627422907
170.24,129.78,67.02,-26.56,233,137,-241,398,12291,187.51,158.08,77.76,-48.33,267.83,42,-223,381,11252,182.95,106.15,60.88,15.92,228.22,124,-174,394,11035,190.22,143.73,72.92,-26.43,261.03,92,-245,371,10596,191.89,179.45,81.87,-69.43,289.47,45,-249,388,10619,187.42,154.5,74.14,-41.22,267.78,108,-172,401,10745,0.874216907
142.5,120.51,55.33,-33.34,207.68,119,-250,390,13950,165.49,87.06,61.04,17.39,191.51,144,-241,369,10573,155.17,67.07,45.82,42.28,176.42,125,-249,327,10353,179.47,108.63,61.7,9.14,226.4,136,-246,375,10587,102.71,96.54,50.19,-44.02,149.06,50,-250,372,20492,183.08,133.49,67.95,-18.36,248.62,130,-235,386,10457,0.749605735
134.14,68.6,52.37,13.17,150.37,110,-251,302,10714,146.74,95.99,51.15,-0.4,191.58,98,-250,345,10827,118.23,35.24,36.29,46.7,117.18,118,-236,255,10243,150.34,76.74,46.19,27.41,180.89,129,-250,325,9817,163.6,94.7,52.42,16.48,205.88,103,-249,354,9845,118.74,32.33,34.31,52.1,116.76,140,-230,272,9953,0.928971439
146.88,84.79,52.66,9.43,179.01,111,-238,360,11106,147.49,55.95,51.84,39.7,151.6,147,-222,311,10820,113.73,33.86,43.87,36,103.72,104,-204,276,10282,160.33,72.09,52.8,35.44,179.62,144,-180,319,10271,176.2,117.71,64.62,-6.13,229.29,117,-236,365,10222,110.08,29.07,38.93,42.08,100.22,111,-239,258,10214,0.919683054
129.1,54.23,47.13,27.74,136.2,110,-224,351,13164,174.71,107.7,65.31,1.7,217.1,128,-248,358,12644,116.72,36,45.72,35,107,113,-200,291,11996,155.03,55.46,47.13,52.44,163.36,147,-250,308,12308,168.32,74.68,41.96,51.68,201.04,136,-250,352,12408,133.43,45.29,44.51,43.63,134.21,139,-243,311,11688,0.887876026
166.24,146.15,71.89,-51.8,240.5,84,-248,358,11366,150.75,111.41,67.3,-27.96,194.86,91,-250,338,11119,125.33,40.5,35.17,49.66,130.66,132,-249,259,10882,176.6,149,74.79,-47.19,250.81,110,-246,363,10565,178.6,177.59,78.99,-77.98,277.2,10,-242,372,10731,143.11,73.41,46.45,23.25,170.07,125,-248,348,10827,0.952577864
167.15,110.42,58.07,-1.34,219.5,134,-246,386,12269,153.23,105.94,64.32,-17.03,194.85,99,-247,344,11832,145.7,52.72,47.57,45.41,150.85,133,-226,307,11841,173.91,109.81,65.4,-1.3,218.32,113,-249,351,12309,151.47,59.52,50.33,41.62,160.66,128,-238,317,12039,157.14,66.25,45.17,45.72,178.22,134,-254,361,11568,0.942864129
178.44,109.29,63.78,5.37,223.95,134,-219,369,11331,142.15,49.69,55.37,37.09,136.47,140,-251,280,10893,125.16,36.95,42.14,46.07,119.97,122,-233,307,10302,193.58,98.68,57.92,36.98,234.34,140,-167,370,10111,190.43,95.9,53.89,40.64,232.44,122,-204,366,10227,112.47,33.73,42.32,36.42,103.88,122,-245,274,10274,0.906716089
152.3,79.66,54.21,18.43,177.75,124,-248,340,11230,159.38,115.59,69.68,-25.89,205.29,102,-237,346,10796,123.07,35.95,36.83,50.29,122.19,130,-250,285,10817,152.72,70.7,44.82,37.2,178.6,133,-251,368,10599,176.86,133.27,68.83,-25.24,241.3,88,-227,380,10721,123.4,37.97,38,47.43,123.37,127,-243,284,11081,0.986731968
149.35,79.77,53.93,15.65,175.19,133,-245,350,11419,139.05,71.9,57.84,9.31,153.11,112,-243,333,11098,107.47,36.49,40.11,30.87,103.85,111,-250,272,10977,133.84,55.21,48.62,30.01,140.43,99,-250,294,10609,176.76,125.01,68.15,-16.4,233.62,100,-238,363,10951,127.37,43.61,40.77,42.99,130.21,146,-230,356,11079,0.970225063
156.47,86.84,55.6,14.03,187.71,118,-249,356,10945,161.32,112.59,69.37,-20.64,204.54,96,-236,349,10230,133.98,41.01,39.49,53.48,135.5,132,-233,302,10054,171.59,102.15,57.02,12.42,216.72,111,-249,348,10259,168.46,92.75,56.19,19.52,205.02,111,-217,325,10353,129.4,38.18,40.3,50.92,127.28,131,-247,257,10680,0.975788031
180.27,151.44,67.77,-38.94,263.94,83,-237,385,12121,169.02,104.16,69.94,-5.08,203.24,118,-240,347,11847,176.03,112.39,63.53,0.11,224.89,126,-243,371,12471,186.05,156.33,74.17,-44.45,268.21,101,-209,372,11899,188.03,160.7,86.73,-59.4,262,46,-236,368,12020,181.17,119.12,68.98,-6.93,231.31,107,-192,364,11863,0.978714628
179.77,112.8,49.74,17.23,242.83,130,-250,411,10718,124.16,44.55,40.17,39.44,128.54,143,-244,326,10416,132.56,43.3,40.12,49.14,135.74,146,-244,327,10131,120.77,33.18,40,47.59,113.95,124,-250,286,10252,113.79,31.51,41.75,40.53,103.55,127,-250,260,9901,128.7,37.38,43.45,47.87,122.63,125,-241,280,10449,0.974902034
171.4,106.23,50.86,14.31,226.77,119,-245,404,13913,105.86,42.8,52.03,11.03,96.63,99,-254,313,13279,108.02,34.79,44.02,29.21,98.79,113,-242,286,12987,132.9,45.98,49.87,37.05,129.01,132,-253,372,13045,141.01,54.58,44.27,42.16,151.32,122,-233,340,13176,111.61,38.27,45.52,27.82,104.36,112,-231,283,13204,0.949040466
173,148.65,77.78,-53.43,243.87,59,-247,354,10711,159.89,127.19,67.94,-35.24,219.14,78,-240,368,10482,146.18,83.97,53.2,9.01,176.95,96,-217,354,10253,163.45,119.13,63.42,-19.1,219.16,84,-235,360,9982,180.2,167.36,73.5,-60.66,274.06,22,-239,383,10213,165.29,103.22,61.31,0.76,207.2,98,-232,355,10338,0.965175987
165.09,109.05,64.66,-8.62,209.48,107,-246,374,11330,174.61,138.58,76.9,-40.87,236.29,79,-239,363,11356,135.93,51.78,45.31,38.84,142.4,118,-234,286,10987,162.07,87.24,58.23,16.6,191.08,112,-244,364,11048,190.62,140.62,73.76,-23.76,257.48,107,-215,368,10710,172.66,99.92,62.4,10.34,210.18,99,-197,371,10752,0.948984996
183.78,136.24,53.32,-5.78,266.7,107,-248,409,11562,112.18,38.23,45.27,28.68,105.14,125,-251,283,11147,128.49,41.3,46.79,40.4,123,149,-245,300,10877,150.58,59.51,47.08,43.99,163.01,129,-250,334,11062,143.7,56.93,45.38,41.39,155.25,143,-250,365,10857,126.82,42.39,43.89,40.54,125.32,128,-239,287,10573,0.914461166
183.2,165.44,81.73,-63.97,266.91,92,-241,360,13513,151.75,64.57,50.13,37.05,166.19,136,-253,313,12492,160.53,62.19,48.32,50.02,174.4,144,-250,351,12900,184.26,127.38,63.48,-6.6,248.16,135,-247,382,12781,189.91,132.22,68.48,-10.79,253.65,98,-244,366,12425,153.33,63.63,48.63,41.07,168.33,141,-244,361,12471,0.92288907
194.15,137.43,51.68,5.04,279.9,103,-250,413,13424,133.2,45.84,46.29,41.07,132.75,153,-249,359,12769,147.26,50.08,44.6,52.58,152.74,136,-175,341,13438,138.24,49,48.37,40.87,138.87,118,-253,314,12996,189.41,83.04,45.45,60.92,227,160,-209,350,13615,168.56,62.92,43.75,61.89,187.73,157,-182,333,13004,0.968712753
180.37,170.49,80.54,-70.66,270.32,76,-241,373,12504,155.32,114.94,69.26,-28.88,201,77,-240,354,12557,160.32,83.56,53.89,22.87,189.99,127,-230,333,11780,170.22,114.74,64.47,-8.99,220.49,102,-247,370,12015,179.76,166.72,75.07,-62.03,271.41,73,-216,373,11888,172.79,105.09,65.64,2.06,212.24,92,-219,360,12226,0.977767115
169.53,122.2,64.34,-17.01,227.39,107,-212,388,12318,148.21,88.6,62.08,-2.47,174.73,107,-239,329,11780,139.03,46.6,49,43.43,136.63,114,-250,283,11902,154.59,71.33,54.95,28.31,170.97,130,-248,393,11496,181.63,155.61,75.57,-49.55,261.67,72,-189,398,11753,159.12,79.46,47.06,32.6,191.52,121,-233,415,11918,0.967527196
183.04,144.86,68.47,-30.29,259.43,114,-245,407,13653,155.26,94.11,66.52,-5.37,182.85,105,-223,377,13290,142.66,53.49,49.85,39.32,146.3,146,-216,327,12553,174.24,99.2,58.06,16.98,215.38,155,-179,342,12989,190.53,175.36,80.78,-65.61,285.11,44,-230,389,13056,152.03,88.47,53.17,10.39,187.33,108,-236,392,12841,0.940525892
189.41,134.37,47.91,7.13,275.87,129,-173,413,13469,154.62,63.18,43.74,47.7,174.06,153,-253,337,12481,154.15,51.77,48.92,53.46,157,148,-234,343,12935,164.53,73.93,35.41,55.19,203.05,157,-250,399,12912,174.59,68.82,43.09,62.68,200.32,163,-231,401,13112,168.54,62.2,44.76,61.58,185.98,158,-179,403,13087,0.971638577
177.61,155.65,65.2,-43.24,268.06,106,-225,385,12811,162.39,72.25,55.19,34.95,179.45,147,-198,333,12026,150.55,54,54.74,41.81,149.81,136,-165,312,12408,171.18,85.39,53.61,32.18,202.96,146,-222,340,12433,187.02,148.39,65.88,-27.25,269.53,95,-189,396,12388,170.8,81.73,56.31,32.76,196.22,141,-162,370,11621,0.907111076
155.21,92.7,55.97,6.54,191.94,105,-236,393,10116,166.32,92.75,59.14,14.43,199.93,144,-247,337,9645,140.69,39.64,39.46,61.59,140.87,153,-234,319,9676,173.65,92.2,47.52,33.93,218.33,150,-214,367,9650,184.4,141.32,73.5,-30.42,252.22,89,-223,367,9343,161.55,76.89,50.17,34.49,188.27,131,-248,345,9397,0.928924476
144.98,90.6,59.02,-4.64,176.56,115,-250,382,11500,158.19,119.72,81.98,-43.51,195.93,102,-252,358,11543,134.57,43.08,47.52,43.97,130.13,112,-142,334,10938,181.28,124.34,73.66,-16.72,231.96,127,-240,371,11309,165.49,119.86,60.37,-14.74,224.98,76,-247,369,11266,128.89,50.73,44.82,33.34,134.8,102,-225,300,11009,0.957304348
163.28,86.03,62.36,14.89,186.95,134,-229,359,12131,174.08,130.52,77.06,-33.5,227.54,89,-228,364,11583,142.17,43.48,49.98,48.71,135.67,139,-211,256,11648,169.91,94.37,57.82,17.72,206.46,107,-250,341,11449,184.53,122.01,65.49,-2.97,241.05,100,-250,349,11867,165.96,71.77,58.79,35.4,178.94,137,-250,319,11675,0.962410354
170.91,154.32,64.58,-47.99,260.65,87,-242,380,11449,165.85,90.03,55.43,20.39,200.45,146,-227,359,10738,147.46,56.06,47.08,44.32,156.44,127,-236,289,11318,174.13,84.13,51.15,38.85,207.11,165,-216,386,10805,182.35,103.17,60.17,19.01,225.35,163,-209,385,10665,169.46,111.4,54.86,3.2,226,111,-239,394,11081,0.967857455
174.99,149.41,70.23,-44.65,254.17,83,-247,376,10745,176,154.55,73.53,-52.08,257.02,74,-226,369,10237,174.85,94.84,56.88,23.13,212.81,135,-247,334,10393,190.06,138.64,70.32,-18.9,258.38,110,-238,387,10401,186.3,148.19,77.15,-39.04,257.34,94,-240,370,10018,186.54,127.44,69.54,-10.44,244.44,98,-189,392,10065,0.936714751
178.33,143.13,63.13,-27.93,258.33,88,-233,398,11829,167.24,112.49,62.93,-8.18,216.8,141,-226,385,11741,135.88,40.69,46.18,49.01,130.39,118,-189,289,10790,187.13,124.56,60,2.57,251.69,140,-130,368,11394,190.07,151.91,71.73,-33.57,270.25,47,-165,383,10441,156.55,71.64,52.01,32.9,176.18,162,-186,394,11149,0.94251416
181.25,151.52,65.21,-35.48,267.56,107,-227,401,10778,165.21,115.84,66.31,-16.94,214.74,120,-253,383,10358,153.87,54.75,48.5,50.62,160.12,155,-215,350,10626,185.08,142.31,67.78,-25.01,259.61,129,-188,376,10651,195.81,168.94,77.83,-50.96,286.92,45,-209,387,10668,174.88,97.54,57.46,19.88,214.96,132,-243,400,10225,0.94869178
178.1,120.48,49.2,8.42,249.38,129,-250,406,11248,118.43,47.56,46.58,24.29,119.41,120,-248,357,10582,131.6,34.61,42.5,54.49,123.71,138,-143,289,10466,144.21,49.56,42.38,52.27,151.39,140,-210,360,10370,166.55,90.37,38.27,37.91,218.65,134,-242,416,10812,153.94,55.9,43.01,55.03,166.83,140,-237,364,10777,0.958125889
193.04,162.37,62.85,-32.18,292.56,99,-236,404,12045,125.14,46.4,50.27,28.47,121.27,116,-235,298,11444,157.29,72.98,50.02,34.29,180.25,125,-249,422,11043,142.61,55.61,42.27,44.73,155.95,140,-201,387,11142,160.25,63.16,52.62,44.47,170.79,124,-191,340,11530,173.95,93.08,46.92,33.95,220.11,146,-228,375,11926,0.990120382
164.91,98.44,59.6,6.87,203.75,114,-219,414,12437,170.61,128.4,75.88,-33.67,223.13,114,-233,376,11975,159.05,60.37,50.37,48.31,169.05,140,-194,344,11693,151.92,53.14,54.86,43.92,150.2,147,-247,344,11539,179.7,105.34,59.95,14.41,225.09,139,-228,375,12260,176.39,92.97,52.54,30.88,216.82,145,-244,392,12114,0.974029107
171.31,162.44,63.48,-54.61,270.27,67,-250,376,12690,170.7,154.55,67.79,-51.64,257.46,79,-216,382,11755,168.04,86.65,52.48,28.91,202.21,131,-235,344,12848,184.22,115.52,60.88,7.82,238.86,121,-226,393,11961,186.46,169.46,73.06,-56.06,282.86,95,-225,378,12134,171.09,143.7,62.1,-34.71,252.69,96,-226,396,13128,1.034515366
178.6,127.02,66.64,-15.06,238.98,127,-249,369,11294,168.12,116.32,67.15,-15.35,217.29,116,-250,368,11169,160.09,64.83,44.94,50.32,179.98,148,-218,346,10627,172.79,115.91,63.37,-6.49,225.33,128,-243,368,10696,186.02,170.33,74.47,-58.78,281.88,55,-247,387,10498,167.15,73.51,48.34,45.3,192.32,136,-246,387,10499,0.929608642
154.14,90.89,48.48,14.77,196.55,129,-248,355,10452,118.05,45.3,48.61,24.14,114.74,125,-250,330,10157,110.82,26.62,38.23,45.97,99.21,124,-252,271,9284,142.32,48.87,47.43,46.02,143.76,143,-213,366,9803,169.37,100.41,53.9,15.06,215.88,142,-205,357,9802,121.64,48.26,43.24,30.14,126.66,106,-238,298,9545,0.91322235
184.72,122.08,67.57,-4.93,239.23,136,-229,394,11291,175.46,159.81,73.94,-58.29,261.33,84,-234,392,11075,179.23,97.51,57.27,24.45,219.47,132,-189,407,10878,193.15,170.94,73.92,-51.71,290.17,122,-195,388,10644,194.26,178.57,76.56,-60.87,296.27,24,-216,398,10673,184.74,146.45,70.1,-31.81,261.09,94,-186,409,10555,0.93481534
187.82,137.7,53.03,-2.91,272.49,129,-248,407,10856,104.59,31.39,37.61,35.59,98.37,117,-247,289,10659,131.59,38.49,41.43,51.67,128.65,154,-202,281,10264,150.73,57.21,44.32,49.2,163.62,118,-206,410,9950,168.75,74.95,43.14,50.66,200.56,143,-199,359,10296,144.24,59.03,37.72,47.49,165.55,135,-147,374,9808,0.903463522
182.13,118.66,48.18,15.29,252.61,115,-211,412,17771,131.51,44.04,52.81,34.66,122.74,141,-252,332,16511,137.31,46.52,45.06,45.73,138.77,140,-250,329,15890,149.37,55.97,42.03,51.37,163.31,150,-189,392,16576,194.27,107.34,39.25,47.68,262.36,153,-190,396,16764,179.04,73.99,40.05,65,212.98,164,-238,388,16568,0.932305441
187.13,176.56,72.53,-61.96,291.16,91,-226,383,12161,137.97,46.42,43.2,48.35,141.19,135,-250,359,11830,157.46,72.31,43.87,41.28,185.9,133,-247,383,11420,169.12,100.46,56.74,11.92,212.84,139,-164,388,11217,179.89,121.94,61.06,-3.11,240.77,144,-246,370,11292,180.77,135.13,62.75,-17.11,253.15,134,-247,380,11732,0.964723296
166.19,131.3,67.4,-32.51,230.09,113,-248,364,8682,164.51,132.67,69.42,-37.58,227.76,110,-240,367,8491,142.41,50.47,42.92,49.02,149.96,124,-233,295,8256,170.69,120.94,61.47,-11.72,230.16,132,-243,376,8310,184.2,157.29,76.11,-49.2,265.38,93,-198,375,8283,159.96,67.19,46.44,46.33,180.71,126,-246,298,8444,0.972586962
161.31,99.28,59.13,2.9,201.46,134,-247,368,9828,156.13,95.71,58.29,2.13,193.55,128,-248,345,9642,121.73,36.2,40.96,44.57,116.97,115,-236,281,9067,162.37,109.17,55.32,-2.12,216.22,143,-208,388,9525,189.98,145.73,69.47,-25.22,266.24,75,-215,386,9441,156.66,66.35,42.95,47.36,180.06,129,-250,335,9057,0.921550672
172.99,154.12,59.56,-40.69,267.55,93,-247,397,10761,140.81,52.7,47.55,40.56,145.96,154,-243,355,10499,154.58,61.02,44.94,48.62,170.66,152,-245,327,9790,176.04,124.76,58.65,-7.37,242.15,160,-207,386,9900,179.11,135.66,67.85,-24.4,246.92,120,-228,377,10224,152.98,81.7,48.59,22.69,186.09,135,-246,330,10112,0.93968962
191.81,146.02,53.34,-7.55,284.49,133,-220,412,14533,174.74,90.06,56.3,28.38,208.5,148,-223,373,14124,186.78,87.08,48.04,51.66,225.82,148,-228,398,13758,200.36,123.21,48.06,29.09,275.51,140,-137,398,14493,194.94,97.33,49.62,47.99,242.65,132,-188,368,14722,174.42,80.05,43.58,50.79,210.89,144,-118,382,13641,0.938622445
174.96,141.05,65.52,-31.61,250.49,112,-239,377,13874,169.87,137.83,78,-45.96,229.7,93,-238,390,13165,139.31,59.65,48.59,31.07,150.37,127,-216,312,13161,177.19,128.53,63.22,-14.56,242.5,122,-227,384,13118,194.62,172.68,75.46,-53.52,291.84,72,-202,389,13166,167.07,119.63,60.24,-12.8,226.46,106,-247,399,13499,0.972971025
174.8,119.48,51.48,3.84,242.8,130,-232,415,15450,146.54,81.23,51.02,14.29,176.75,137,-251,368,14359,125,35.71,43.99,45.3,116.72,123,-247,276,14819,170.45,74.46,49.11,46.88,195.8,153,-207,375,14349,177.61,110.03,52.65,14.93,234.99,129,-189,405,14648,134.34,45.39,44.49,44.46,135.24,139,-245,314,14677,0.949967638
133.98,50.88,49.46,33.64,135.4,145,-241,324,10853,132.71,57.22,53.9,21.59,136.03,121,-242,334,10610,94.7,28.72,40.63,25.35,82.79,87,-244,260,10281,145.55,43.17,42.03,60.35,146.69,160,-238,294,10045,149.48,45.58,42.19,61.71,152.87,151,-199,289,10653,100.16,27.39,38.88,33.89,88.67,116,-249,259,10048,0.92582696
145.44,75.7,52.72,17.02,168.42,144,-253,412,11145,171.57,95.27,52.97,23.33,213.87,141,-233,374,10593,128.34,35.53,46.86,45.95,117.01,125,-250,293,10445,172.46,83.57,44.29,44.6,211.74,153,-234,373,10841,178.63,83.13,46.71,48.79,215.05,141,-100,361,10827,137.91,46.57,41.78,49.56,142.7,151,-181,405,10479,0.940242261
176.65,125.35,62.01,-10.71,239.99,118,-240,394,10299,174.05,124.31,63.71,-13.97,234.65,113,-250,407,10030,138.72,48.21,45.61,44.9,141.32,107,-172,354,9591,188.89,118.84,64.57,5.48,243.16,119,-183,378,9882,201.81,179.21,76.04,-53.44,304.98,71,-170,391,9763,174.81,91,52.57,31.24,213.24,139,-175,398,9902,0.961452568
152.19,77.54,58.32,16.33,171.41,118,-244,373,11391,170.2,151.56,73.43,-54.79,248.33,77,-246,371,10792,169.75,84.25,56.54,28.96,197.46,115,-159,348,10128,162.65,86.08,56.93,19.64,191.8,106,-225,335,10463,170.49,101.62,61.7,7.17,210.41,123,-250,354,10276,177.53,124.68,62.94,-10.09,239.27,126,-208,402,10415,0.914318321
184.64,153.94,66.49,-35.79,272.09,120,-246,389,10294,129.93,49.32,46.86,33.75,132.39,130,-249,359,10342,117.48,35.68,38.64,43.16,114.52,132,-226,275,9635,153.76,75.95,47.59,30.22,182.12,124,-246,410,9666,179.54,101.7,47.35,30.49,233.89,132,-248,374,9749,140.72,50.39,43.12,47.21,147.99,134,-249,358,9977,0.969205362
