,1rd_red, 1rd_green, 1rd_blue, 1rd_r, 1rd_rg, 1rd_size, 2nd_red, 2nd_green, 2nd_blue, 2rd_r, 2rd_rg, 2nd_size, 3rd_red, 3rd_green, 3rd_blue, 3rd_r, 3rd_rg, 3rd_size, 4th_red, 4th_green, 4th_blue, 4rd_r, 4rd_rg, 4th_size, 5th_red, 5th_green, 5th_blue, 5rd_r, 5rd_rg, 5th_size, 6th_red, 6th_green, 6th_blue, 6rd_r, 6rd_rg, 6th_size, height/area
178,181.25,151.52,65.21,-35.48,267.56,10778,165.21,115.84,66.31,-16.94,214.74,10358,153.87,54.75,48.5,50.62,160.12,10626,185.08,142.31,67.78,-25.01,259.61,10651,195.81,168.94,77.83,-50.96,286.92,10668,174.88,97.54,57.46,19.88,214.96,10225,0.9486917795509372
179,178.1,120.48,49.2,8.42,249.38,11248,118.43,47.56,46.58,24.29,119.41,10582,131.6,34.61,42.5,54.49,123.71,10466,144.21,49.56,42.38,52.27,151.39,10370,166.55,90.37,38.27,37.91,218.65,10812,153.94,55.9,43.01,55.03,166.83,10777,0.9581258890469416
180,193.04,162.37,62.85,-32.18,292.56,12045,125.14,46.4,50.27,28.47,121.27,11444,157.29,72.98,50.02,34.29,180.25,11043,142.61,55.61,42.27,44.73,155.95,11142,160.25,63.16,52.62,44.47,170.79,11530,173.95,93.08,46.92,33.95,220.11,11926,0.9901203819012038
181,164.91,98.44,59.6,6.87,203.75,12437,170.61,128.4,75.88,-33.67,223.13,11975,159.05,60.37,50.37,48.31,169.05,11693,151.92,53.14,54.86,43.92,150.2,11539,179.7,105.34,59.95,14.41,225.09,12260,176.39,92.97,52.54,30.88,216.82,12114,0.9740291066977568
182,171.31,162.44,63.48,-54.61,270.27,12690,170.7,154.55,67.79,-51.64,257.46,11755,168.04,86.65,52.48,28.91,202.21,12848,184.22,115.52,60.88,7.82,238.86,11961,186.46,169.46,73.06,-56.06,282.86,12134,171.09,143.7,62.1,-34.71,252.69,13128,1.03451536643026
183,178.6,127.02,66.64,-15.06,238.98,11294,168.12,116.32,67.15,-15.35,217.29,11169,160.09,64.83,44.94,50.32,179.98,10627,172.79,115.91,63.37,-6.49,225.33,10696,186.02,170.33,74.47,-58.78,281.88,10498,167.15,73.51,48.34,45.3,192.32,10499,0.929608641756685
184,154.14,90.89,48.48,14.77,196.55,10452,118.05,45.3,48.61,24.14,114.74,10157,110.82,26.62,38.23,45.97,99.21,9284,142.32,48.87,47.43,46.02,143.76,9803,169.37,100.41,53.9,15.06,215.88,9802,121.64,48.26,43.24,30.14,126.66,9545,0.913222349789514
185,184.72,122.08,67.57,-4.93,239.23,11291,175.46,159.81,73.94,-58.29,261.33,11075,179.23,97.51,57.27,24.45,219.47,10878,193.15,170.94,73.92,-51.71,290.17,10644,194.26,178.57,76.56,-60.87,296.27,10673,184.74,146.45,70.1,-31.81,261.09,10555,0.9348153396510496
186,187.82,137.7,53.03,-2.91,272.49,10856,104.59,31.39,37.61,35.59,98.37,10659,131.59,38.49,41.43,51.67,128.65,10264,150.73,57.21,44.32,49.2,163.62,9950,168.75,74.95,43.14,50.66,200.56,10296,144.24,59.03,37.72,47.49,165.55,9808,0.90346352247605
187,182.13,118.66,48.18,15.29,252.61,17771,131.51,44.04,52.81,34.66,122.74,16511,137.31,46.52,45.06,45.73,138.77,15890,149.37,55.97,42.03,51.37,163.31,16576,194.27,107.34,39.25,47.68,262.36,16764,179.04,73.99,40.05,65.0,212.98,16568,0.9323054414495526
188,187.13,176.56,72.53,-61.96,291.16,12161,137.97,46.42,43.2,48.35,141.19,11830,157.46,72.31,43.87,41.28,185.9,11420,169.12,100.46,56.74,11.92,212.84,11217,179.89,121.94,61.06,-3.11,240.77,11292,180.77,135.13,62.75,-17.11,253.15,11732,0.9647232957815968
189,166.19,131.3,67.4,-32.51,230.09,8682,164.51,132.67,69.42,-37.58,227.76,8491,142.41,50.47,42.92,49.02,149.96,8256,170.69,120.94,61.47,-11.72,230.16,8310,184.2,157.29,76.11,-49.2,265.38,8283,159.96,67.19,46.44,46.33,180.71,8444,0.9725869615296014
190,161.31,99.28,59.13,2.9,201.46,9828,156.13,95.71,58.29,2.13,193.55,9642,121.73,36.2,40.96,44.57,116.97,9067,162.37,109.17,55.32,-2.12,216.22,9525,189.98,145.73,69.47,-25.22,266.24,9441,156.66,66.35,42.95,47.36,180.06,9057,0.9215506715506716
191,172.99,154.12,59.56,-40.69,267.55,10761,140.81,52.7,47.55,40.56,145.96,10499,154.58,61.02,44.94,48.62,170.66,9790,176.04,124.76,58.65,-7.37,242.15,9900,179.11,135.66,67.85,-24.4,246.92,10224,152.98,81.7,48.59,22.69,186.09,10112,0.939689619923799
192,191.81,146.02,53.34,-7.55,284.49,14533,174.74,90.06,56.3,28.38,208.5,14124,186.78,87.08,48.04,51.66,225.82,13758,200.36,123.21,48.06,29.09,275.51,14493,194.94,97.33,49.62,47.99,242.65,14722,174.42,80.05,43.58,50.79,210.89,13641,0.9386224454689328
193,174.96,141.05,65.52,-31.61,250.49,13874,169.87,137.83,78.0,-45.96,229.7,13165,139.31,59.65,48.59,31.07,150.37,13161,177.19,128.53,63.22,-14.56,242.5,13118,194.62,172.68,75.46,-53.52,291.84,13166,167.07,119.63,60.24,-12.8,226.46,13499,0.9729710249387344
194,174.8,119.48,51.48,3.84,242.8,15450,146.54,81.23,51.02,14.29,176.75,14359,125.0,35.71,43.99,45.3,116.72,14819,170.45,74.46,49.11,46.88,195.8,14349,177.61,110.03,52.65,14.93,234.99,14648,134.34,45.39,44.49,44.46,135.24,14677,0.9499676375404532
195,133.98,50.88,49.46,33.64,135.4,10853,132.71,57.22,53.9,21.59,136.03,10610,94.7,28.72,40.63,25.35,82.79,10281,145.55,43.17,42.03,60.35,146.69,10045,149.48,45.58,42.19,61.71,152.87,10653,100.16,27.39,38.88,33.89,88.67,10048,0.925826960287478
196,145.44,75.7,52.72,17.02,168.42,11145,171.57,95.27,52.97,23.33,213.87,10593,128.34,35.53,46.86,45.95,117.01,10445,172.46,83.57,44.29,44.6,211.74,10841,178.63,83.13,46.71,48.79,215.05,10827,137.91,46.57,41.78,49.56,142.7,10479,0.940242261103634
197,176.65,125.35,62.01,-10.71,239.99,10299,174.05,124.31,63.71,-13.97,234.65,10030,138.72,48.21,45.61,44.9,141.32,9591,188.89,118.84,64.57,5.48,243.16,9882,201.81,179.21,76.04,-53.44,304.98,9763,174.81,91.0,52.57,31.24,213.24,9902,0.9614525682105058
198,152.19,77.54,58.32,16.33,171.41,11391,170.2,151.56,73.43,-54.79,248.33,10792,169.75,84.25,56.54,28.96,197.46,10128,162.65,86.08,56.93,19.64,191.8,10463,170.49,101.62,61.7,7.17,210.41,10276,177.53,124.68,62.94,-10.09,239.27,10415,0.9143183214818716
199,184.64,153.94,66.49,-35.79,272.09,10294,129.93,49.32,46.86,33.75,132.39,10342,117.48,35.68,38.64,43.16,114.52,9635,153.76,75.95,47.59,30.22,182.12,9666,179.54,101.7,47.35,30.49,233.89,9749,140.72,50.39,43.12,47.21,147.99,9977,0.9692053623469984
